customer_id,legacy_customer_id,first_name,last_name,date_of_birth,gender,email,phone,registration_date,acquisition_channel,home_city,province,customer_segment,loyalty_status,customer_status
CUS-001018,,Michael,Dlamini,1960-08-04,Prefer not to say,michael.dlamini1018@example.com,27800374265.0,2025-11-01,Referral,Pretoria,Gauteng,Standard,,
CUS-001019,1019.0,Kagiso,Jacobs,,Male,kagiso.jacobs1019@example.com,27853735750.0,2018-08-08,Mobile,Stellenbosch,Western Cape,High Value,,
CUS-001020,1020.0,Zanele,Botha,1950-01-29,Female,zanele.botha1020@example.com,27816486459.0,2018-05-14,Store,Umhlanga,KwaZulu-Natal,High Value,,
CUS-001021,,Naledi,Mthembu,1954-08-20,Male,naledi.mthembu1021@example.com,27840884514.0,2025-02-16,Website,Pretoria,Gauteng,Standard,,
CUS-001022,1022.0,Aisha,Smith,1984-11-18,Male,aisha.smith1022@example.com,27714295374.0,2019-03-07,Mobile,Pretoria,Gauteng,High Value,,
CUS-001023,1023.0,Daniel,Mokoena,,Female,,,2019-12-14,Marketplace,Sandton,Gauteng,Standard,,
CUS-001024,1024.0,Kagiso,Mokoena,2001-02-04,Female,kagiso.mokoena1024@example.com,27883292920.0,2022-06-28,Website,Johannesburg,Gauteng,Emerging,,
CUS-001025,,Nomsa,Mthembu,1975-03-22,Prefer not to say,nomsa.mthembu1025@example.com,27828865824.0,2023-11-11,Store,Sandton,Gauteng,Core,,
CUS-001026,,Nomsa,Botha,1962-09-22,Female,nomsa.botha1026@example.com,27784973286.0,2023-04-13,Mobile,Pretoria,Gauteng,High Value,,
CUS-001027,,Daniel,Naidoo,1983-11-12,Female,daniel.naidoo1027@example.com,27869613244.0,2023-12-08,Store,Bloemfontein,Free State,Emerging,,
CUS-001028,1028.0,Nomsa,Mthembu,1956-12-12,Prefer not to say,nomsa.mthembu1028@example.com,27781918283.0,2020-04-09,Website,Johannesburg,Gauteng,Core,,
CUS-001029,1029.0,Sipho,Dlamini,2003-05-13,Female,sipho.dlamini1029@example.com,27724306679.0,2021-10-07,Referral,Durban,KwaZulu-Natal,High Value,,
CUS-001030,1030.0,Zanele,Williams,,Prefer not to say,,27887959606.0,2018-02-13,Marketplace,Sandton,Gauteng,Standard,,
CUS-001031,1031.0,Aisha,Nkosi,1979-01-08,Male,aisha.nkosi1031@example.com,27653414488.0,2020-01-14,Mobile,Stellenbosch,Western Cape,Standard,,
CUS-001032,1032.0,Michael,Smith,1960-04-23,Female,michael.smith1032@example.com,27802411140.0,2018-01-11,Store,Sandton,Gauteng,Core,,
CUS-001033,,Lerato,Mthembu,,Female,lerato.mthembu1033@example.com,27807892562.0,2024-04-26,Marketplace,Cape Town,Western Cape,Core,,
CUS-001034,,Aisha,Botha,1999-01-02,Prefer not to say,aisha.botha1034@example.com,27704724781.0,2024-07-19,Mobile,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001035,1035.0,Naledi,Botha,,Prefer not to say,naledi.botha1035@example.com,27624407178.0,2020-04-08,Store,Polokwane,Limpopo,Standard,,
CUS-001036,1036.0,Thabo,Smith,,Prefer not to say,thabo.smith1036@example.com,27853850886.0,2021-05-06,Store,Sandton,Gauteng,Standard,,
CUS-001037,1037.0,Naledi,Botha,1951-05-13,Male,naledi.botha1037@example.com,27623565429.0,2018-12-21,Website,Johannesburg,Gauteng,Emerging,,
CUS-001038,,Michael,Mthembu,1977-11-06,Male,michael.mthembu1038@example.com,27859798230.0,2023-03-04,Referral,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001039,1039.0,Aisha,Khumalo,,Female,aisha.khumalo1039@example.com,27723593716.0,2018-12-03,Store,Stellenbosch,Western Cape,Emerging,,
CUS-001040,1040.0,Zanele,Williams,2004-05-07,Male,zanele.williams1040@example.com,27654545199.0,2020-03-06,Store,Polokwane,Limpopo,Emerging,,
CUS-001041,,Thabo,Khumalo,1955-12-01,Male,thabo.khumalo1041@example.com,27637615421.0,2024-02-20,Store,Sandton,Gauteng,Standard,,
CUS-001042,,Nomsa,Botha,1961-01-30,Prefer not to say,nomsa.botha1042@example.com,27604964033.0,2025-03-25,Website,Cape Town,Western Cape,Standard,,
CUS-001043,1043.0,Nomsa,Mthembu,1959-12-29,Prefer not to say,nomsa.mthembu1043@example.com,27842549853.0,2022-12-11,Store,Gqeberha,Eastern Cape,Core,,
CUS-001044,1044.0,Daniel,Khumalo,,Prefer not to say,daniel.khumalo1044@example.com,27897021136.0,2018-01-09,Mobile,Bloemfontein,Free State,Standard,,
CUS-001045,,Sipho,Khumalo,1957-02-21,Female,sipho.khumalo1045@example.com,27711145962.0,2023-06-13,Website,Sandton,Gauteng,Core,,
CUS-001046,1046.0,Sipho,Nkosi,1981-08-31,Prefer not to say,sipho.nkosi1046@example.com,27809983854.0,2021-03-11,Referral,Gqeberha,Eastern Cape,High Value,,
CUS-001047,1047.0,Naledi,Naidoo,,Male,,27735471375.0,2018-07-07,Marketplace,Durban,KwaZulu-Natal,High Value,,
CUS-001048,1048.0,Aisha,Mokoena,1992-10-26,Prefer not to say,aisha.mokoena1048@example.com,27697965122.0,2020-03-26,Store,Pretoria,Gauteng,Emerging,,
CUS-001049,1049.0,Michael,Dlamini,,Female,michael.dlamini1049@example.com,27715810059.0,2018-06-17,Mobile,Johannesburg,Gauteng,Core,,
CUS-001050,,Sipho,Mthembu,1989-04-29,Male,sipho.mthembu1050@example.com,27661828171.0,2023-01-16,Mobile,Sandton,Gauteng,Core,,
CUS-001051,,Sipho,Naidoo,,Female,,,2023-05-02,Marketplace,Sandton,Gauteng,Core,,
CUS-001052,,Aisha,Botha,1989-09-15,Prefer not to say,aisha.botha1052@example.com,27874991957.0,2025-12-19,Mobile,Johannesburg,Gauteng,Emerging,,
CUS-001053,,Michael,Williams,1985-04-28,Male,michael.williams1053@example.com,27788938462.0,2023-08-11,Mobile,Midrand,Gauteng,Standard,,
CUS-001054,1054.0,Nomsa,Dlamini,,Female,,27757528438.0,2022-04-06,Marketplace,Stellenbosch,Western Cape,High Value,,
CUS-001055,,Kagiso,Mthembu,1960-02-02,Prefer not to say,kagiso.mthembu1055@example.com,27887637415.0,2024-08-31,Store,Bloemfontein,Free State,High Value,,
CUS-001056,1056.0,Lerato,Dlamini,1998-03-21,Male,lerato.dlamini1056@example.com,27814848643.0,2021-08-08,Referral,Bloemfontein,Free State,Core,,
CUS-001057,1057.0,Naledi,Mthembu,1988-04-23,Male,naledi.mthembu1057@example.com,27640735747.0,2020-10-09,Mobile,Johannesburg,Gauteng,Emerging,,
CUS-001058,,Daniel,Mthembu,,Male,,,2024-01-28,Marketplace,Polokwane,Limpopo,Standard,,
CUS-001059,,Kagiso,Smith,1959-10-09,Prefer not to say,kagiso.smith1059@example.com,27853430322.0,2025-07-11,Website,Bloemfontein,Free State,High Value,,
CUS-001060,1060.0,Kagiso,Khumalo,,Male,,27613041941.0,2020-09-21,Marketplace,Bloemfontein,Free State,High Value,,
CUS-001061,1061.0,Lerato,Jacobs,1972-07-19,Female,,27630206845.0,2019-03-02,Store,Pretoria,Gauteng,Emerging,,
CUS-001062,1062.0,Michael,Mthembu,1974-09-16,Female,MICHAEL.MTHEMBU1062@EXAMPLE.COM,27798159589.0,2022-12-25,Mobile,Durban,KwaZulu-Natal,Emerging,,
CUS-001063,,Kagiso,Jacobs,1958-06-01,Male,kagiso.jacobs1063@example.com,27762915434.0,2023-01-15,Store,Gqeberha,Eastern Cape,High Value,,
CUS-001064,1064.0,Michael,Nkosi,1966-04-21,Male,michael.nkosi1064@example.com,27705842830.0,2020-09-15,Mobile,Johannesburg,Gauteng,Standard,,
CUS-001065,1065.0,Thabo,Williams,1991-07-30,Prefer not to say,thabo.williams1065@example.com,27735320216.0,2022-09-26,Website,Cape Town,Western Cape,Emerging,,
CUS-001066,1066.0,Aisha,Williams,1961-10-31,Prefer not to say,aisha.williams1066@example.com,27607581183.0,2018-07-02,Store,Johannesburg,Gauteng,Emerging,,
CUS-001067,,Zanele,Khumalo,1974-11-25,Male,zanele.khumalo1067@example.com,27702876181.0,2024-03-01,Store,Polokwane,Limpopo,Emerging,,
CUS-001068,,Kagiso,Dlamini,1959-02-07,Prefer not to say,kagiso.dlamini1068@example.com,27874375182.0,2024-02-16,Website,Stellenbosch,Western Cape,Core,,
CUS-001069,1069.0,Lerato,Mthembu,1965-08-07,Prefer not to say,lerato.mthembu1069@example.com,27786901670.0,2020-07-17,Website,Stellenbosch,Western Cape,Core,,
CUS-001070,1070.0,Kagiso,Botha,1955-01-18,Male,kagiso.botha1070@example.com,27731145162.0,2021-11-22,Mobile,Stellenbosch,Western Cape,Core,,
CUS-001071,1071.0,Lerato,Smith,1970-11-18,Prefer not to say,lerato.smith1071@example.com,27759474062.0,2021-09-08,Store,Bloemfontein,Free State,Emerging,,
CUS-001072,1072.0,Naledi,Jacobs,1982-12-20,Female,naledi.jacobs1072@example.com,27623888739.0,2019-05-03,Store,Pretoria,Gauteng,High Value,,
CUS-001073,1073.0,Daniel,Khumalo,1976-08-18,Male,daniel.khumalo1073@example.com,27788031922.0,2018-04-29,Website,Stellenbosch,Western Cape,Standard,,
CUS-001074,,Aisha,Jacobs,1968-09-15,Male,aisha.jacobs1074@example.com,27852042953.0,2023-04-23,Referral,Bloemfontein,Free State,Core,,
CUS-001075,1075.0,Zanele,Nkosi,1946-10-01,Female,zanele.nkosi1075@example.com,27713708929.0,2018-03-08,Referral,Polokwane,Limpopo,High Value,,
CUS-001076,1076.0,Sipho,Smith,1961-07-28,Female,sipho.smith1076@example.com,27675122471.0,2021-04-22,Website,Midrand,Gauteng,Core,,
CUS-001077,1077.0,Thabo,Jacobs,,Male,thabo.jacobs1077@example.com,27825572091.0,2019-03-21,Marketplace,Umhlanga,KwaZulu-Natal,Core,,
CUS-001078,1078.0,Michael,Mthembu,,Male,michael.mthembu1078@example.com,27838820129.0,2019-10-16,Website,Polokwane,Limpopo,Emerging,,
CUS-001079,1079.0,Aisha,Mthembu,1962-06-16,Female,aisha.mthembu1079@example.com,27604424234.0,2019-03-13,Website,Stellenbosch,Western Cape,Emerging,,
CUS-001080,,Nomsa,Botha,1948-08-26,Prefer not to say,nomsa.botha1080@example.com,27691523429.0,2023-01-30,Mobile,Midrand,Gauteng,Core,,
CUS-001081,,Zanele,Williams,1966-07-31,Prefer not to say,zanele.williams1081@example.com,27602538455.0,2024-06-23,Store,Gqeberha,Eastern Cape,Core,,
CUS-001082,1082.0,Zanele,Smith,1986-09-05,Female,zanele.smith1082@example.com,27633733697.0,2018-11-02,Store,Umhlanga,KwaZulu-Natal,High Value,,
CUS-001083,1083.0,Naledi,Dlamini,1973-12-08,Male,naledi.dlamini1083@example.com,27605047841.0,2019-08-02,Store,Sandton,Gauteng,Standard,,
CUS-001084,1084.0,Nomsa,Dlamini,1993-02-10,Prefer not to say,nomsa.dlamini1084@example.com,27708500532.0,2021-09-20,Website,Polokwane,Limpopo,Emerging,,
CUS-001085,1085.0,Thabo,Jacobs,2003-04-25,Female,thabo.jacobs1085@example.com,27865551129.0,2020-06-25,Website,Umhlanga,KwaZulu-Natal,High Value,,
CUS-001086,1086.0,Zanele,Naidoo,1964-02-10,Prefer not to say,zanele.naidoo1086@example.com,27797921579.0,2018-05-17,Store,Stellenbosch,Western Cape,High Value,,
CUS-001087,,Michael,Botha,1966-08-31,Female,michael.botha1087@example.com,27792866496.0,2024-11-02,Referral,Johannesburg,Gauteng,Emerging,,
CUS-001088,1088.0,Lerato,Jacobs,1968-08-10,Prefer not to say,lerato.jacobs1088@example.com,27680377611.0,2022-01-15,Website,Pretoria,Gauteng,Core,,
CUS-001089,1089.0,Michael,Nkosi,1948-03-29,Male,michael.nkosi1089@example.com,27704551703.0,2018-05-02,Store,Sandton,Gauteng,Standard,,
CUS-001090,1090.0,Naledi,Jacobs,1968-10-15,Male,naledi.jacobs1090@example.com,27849140667.0,2022-05-20,Website,Polokwane,Limpopo,High Value,,
CUS-001091,1091.0,Daniel,Nkosi,1949-02-02,Female,daniel.nkosi1091@example.com,27764381984.0,2018-06-21,Store,Pretoria,Gauteng,High Value,,
CUS-001092,1092.0,Nomsa,Naidoo,1948-08-31,Male,nomsa.naidoo1092@example.com,27687971489.0,2021-04-05,Store,Durban,KwaZulu-Natal,Standard,,
CUS-001093,1093.0,Zanele,Naidoo,,Female,,27796606474.0,2022-11-25,Marketplace,Johannesburg,Gauteng,Standard,,
CUS-001094,,Thabo,Khumalo,1966-01-23,Male,thabo.khumalo1094@example.com,27827476733.0,2024-01-22,Store,Johannesburg,Gauteng,Emerging,,
CUS-001095,1095.0,Michael,Botha,1988-01-11,Female,michael.botha1095@example.com,27622462249.0,2021-03-07,Referral,Pretoria,Gauteng,High Value,,
CUS-001096,,Daniel,Dlamini,1956-12-13,Prefer not to say,daniel.dlamini1096@example.com,27774541457.0,2023-08-15,Referral,Polokwane,Limpopo,Emerging,,
CUS-001097,1097.0,Nomsa,Khumalo,,Male,,27885595362.0,2022-09-19,Marketplace,Sandton,Gauteng,Standard,,
CUS-001098,1098.0,Lerato,Naidoo,1967-11-13,Prefer not to say,lerato.naidoo1098@example.com,27853621043.0,2019-05-06,Store,Cape Town,Western Cape,Core,,
CUS-001099,1099.0,Lerato,Williams,1986-01-05,Prefer not to say,lerato.williams1099@example.com,27865490999.0,2018-03-07,Website,Midrand,Gauteng,Emerging,,
CUS-001100,1100.0,Zanele,Mthembu,1955-02-12,Prefer not to say,ZANELE.MTHEMBU1100@EXAMPLE.COM,27828091067.0,2021-08-08,Referral,Umhlanga,KwaZulu-Natal,Standard,,
CUS-001101,,Sipho,Williams,1951-04-08,Female,sipho.williams1101@example.com,27685737742.0,2023-05-16,Mobile,Midrand,Gauteng,Emerging,,
CUS-001102,1102.0,Kagiso,Jacobs,,Female,,27775675922.0,2018-11-25,Marketplace,Pretoria,Gauteng,Emerging,,
CUS-001103,1103.0,Zanele,Khumalo,2001-05-28,Prefer not to say,zanele.khumalo1103@example.com,27894673160.0,2019-08-13,Mobile,Durban,KwaZulu-Natal,Core,,
CUS-001104,1104.0,Sipho,Naidoo,,Male,sipho.naidoo1104@example.com,27746966337.0,2020-09-20,Website,Polokwane,Limpopo,High Value,,
CUS-001105,,Lerato,Botha,1989-04-20,Male,lerato.botha1105@example.com,27772311350.0,2024-07-09,Website,Gqeberha,Eastern Cape,Emerging,,
CUS-001106,1106.0,Aisha,Mokoena,,Female,,27825200895.0,2018-02-16,Marketplace,Gqeberha,Eastern Cape,Standard,,
CUS-001107,1107.0,Michael,Khumalo,1960-07-05,Prefer not to say,michael.khumalo1107@example.com,27636337129.0,2022-03-12,Mobile,Sandton,Gauteng,Standard,,
CUS-001108,,Aisha,Mthembu,2000-02-18,Prefer not to say,aisha.mthembu1108@example.com,27892127329.0,2024-09-22,Website,Midrand,Gauteng,Standard,,
CUS-001109,1109.0,Naledi,Khumalo,,Prefer not to say,,27867466577.0,2019-05-19,Marketplace,Gqeberha,Eastern Cape,Emerging,,
CUS-001110,,Sipho,Dlamini,2004-09-01,Female,sipho.dlamini1110@example.com,27752900242.0,2025-08-08,Referral,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001111,1111.0,Sipho,Jacobs,1981-03-29,Female,,27816848477.0,2018-10-23,Website,Polokwane,Limpopo,High Value,,
CUS-001112,1112.0,Aisha,Mokoena,2004-12-20,Male,aisha.mokoena1112@example.com,27704026401.0,2019-11-19,Mobile,Midrand,Gauteng,Core,,
CUS-001113,,Daniel,Mthembu,1972-12-27,Prefer not to say,daniel.mthembu1113@example.com,27711280775.0,2025-01-30,Store,Johannesburg,Gauteng,Core,,
CUS-001114,1114.0,Naledi,Jacobs,1965-04-18,Prefer not to say,naledi.jacobs1114@example.com,27607478855.0,2021-06-18,Store,Polokwane,Limpopo,Emerging,,
CUS-001115,,Naledi,Mthembu,,Female,,,2024-10-02,Marketplace,Cape Town,Western Cape,High Value,,
CUS-001116,1116.0,Naledi,Mokoena,1964-07-24,Prefer not to say,,27626236442.0,2019-12-25,Store,Umhlanga,KwaZulu-Natal,Core,,
CUS-001117,1117.0,Nomsa,Williams,1962-02-02,Male,nomsa.williams1117@example.com,27758534967.0,2021-12-07,Store,Pretoria,Gauteng,Core,,
CUS-001118,1118.0,Naledi,Naidoo,1984-01-25,Prefer not to say,naledi.naidoo1118@example.com,27743613938.0,2022-05-24,Store,Gqeberha,Eastern Cape,Emerging,,
CUS-001119,,Sipho,Dlamini,,Female,,,2023-09-16,Marketplace,Gqeberha,Eastern Cape,Core,,
CUS-001120,1120.0,Kagiso,Dlamini,1958-08-22,Male,kagiso.dlamini1120@example.com,27642624580.0,2022-10-13,Store,Pretoria,Gauteng,Core,,
CUS-001121,1121.0,Lerato,Smith,1999-02-15,Male,lerato.smith1121@example.com,27750020317.0,2021-07-24,Website,Durban,KwaZulu-Natal,Core,,
CUS-001122,1122.0,Zanele,Smith,1948-10-15,Female,zanele.smith1122@example.com,27890155949.0,2020-10-14,Mobile,Midrand,Gauteng,Standard,,
CUS-001123,,Aisha,Nkosi,1950-08-22,Prefer not to say,aisha.nkosi1123@example.com,27795653580.0,2025-06-12,Website,Stellenbosch,Western Cape,Standard,,
CUS-001124,,Aisha,Khumalo,2002-08-24,Prefer not to say,aisha.khumalo1124@example.com,27819125775.0,2024-10-21,Store,Pretoria,Gauteng,Core,,
CUS-001125,,Thabo,Williams,,Prefer not to say,,27727677855.0,2025-07-12,Marketplace,Pretoria,Gauteng,Emerging,,
CUS-001126,1126.0,Daniel,Mokoena,1990-08-22,Male,daniel.mokoena1126@example.com,27786703480.0,2020-05-09,Mobile,Pretoria,Gauteng,Standard,,
CUS-001127,1127.0,Daniel,Botha,1945-11-01,Female,daniel.botha1127@example.com,27775433629.0,2019-10-14,Store,Johannesburg,Gauteng,Core,,
CUS-001128,,Thabo,Mthembu,1969-09-07,Female,thabo.mthembu1128@example.com,27780557321.0,2025-05-03,Store,Bloemfontein,Free State,Standard,,
CUS-001129,1129.0,Kagiso,Jacobs,1986-11-29,Prefer not to say,kagiso.jacobs1129@example.com,27815064186.0,2021-01-21,Website,Polokwane,Limpopo,High Value,,
CUS-001130,,Kagiso,Jacobs,1994-03-21,Prefer not to say,kagiso.jacobs1130@example.com,27794265752.0,2025-02-15,Store,Cape Town,Western Cape,High Value,,
CUS-001131,1131.0,Kagiso,Khumalo,1984-10-28,Male,kagiso.khumalo1131@example.com,27823606698.0,2020-04-07,Store,Stellenbosch,Western Cape,Core,,
CUS-001132,1132.0,Aisha,Nkosi,1981-04-23,Male,aisha.nkosi1132@example.com,27670960354.0,2021-02-22,Mobile,Stellenbosch,Western Cape,Emerging,,
CUS-001133,1133.0,Zanele,Smith,1949-04-21,Prefer not to say,zanele.smith1133@example.com,27799981429.0,2022-11-11,Store,Durban,KwaZulu-Natal,Emerging,,
CUS-001134,,Naledi,Williams,1966-01-16,Male,naledi.williams1134@example.com,27876837337.0,2024-05-13,Website,Umhlanga,KwaZulu-Natal,High Value,,
CUS-001135,1135.0,Naledi,Nkosi,1954-12-03,Female,naledi.nkosi1135@example.com,27796044406.0,2018-05-24,Store,Gqeberha,Eastern Cape,Core,,
CUS-001136,,Michael,Botha,1975-08-23,Male,michael.botha1136@example.com,27739098281.0,2024-09-18,Website,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001137,1137.0,Nomsa,Williams,1965-07-10,Male,nomsa.williams1137@example.com,27700154954.0,2022-09-03,Website,Pretoria,Gauteng,Emerging,,
CUS-001138,1138.0,Michael,Mthembu,2003-09-18,Male,michael.mthembu1138@example.com,27614745524.0,2020-03-18,Store,Johannesburg,Gauteng,Core,,
CUS-001139,,Naledi,Nkosi,2002-09-08,Female,naledi.nkosi1139@example.com,27672443425.0,2023-12-13,Store,Umhlanga,KwaZulu-Natal,High Value,,
CUS-001140,1140.0,Michael,Nkosi,1983-10-16,Female,michael.nkosi1140@example.com,27805724031.0,2022-11-15,Website,Polokwane,Limpopo,Core,,
CUS-001141,1141.0,Nomsa,Williams,1997-09-02,Prefer not to say,,27812024574.0,2018-05-23,Website,Stellenbosch,Western Cape,Standard,,
CUS-001142,1142.0,Lerato,Mokoena,1978-01-16,Female,lerato.mokoena1142@example.com,27752254671.0,2020-04-19,Referral,Johannesburg,Gauteng,Emerging,,
CUS-001143,1143.0,Daniel,Smith,1996-04-01,Male,daniel.smith1143@example.com,27778974135.0,2020-06-21,Referral,Sandton,Gauteng,Standard,,
CUS-001144,,Michael,Williams,1988-02-01,Female,michael.williams1144@example.com,27892846819.0,2024-02-21,Store,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001145,,Nomsa,Nkosi,1987-10-12,Prefer not to say,nomsa.nkosi1145@example.com,27867107399.0,2025-02-07,Website,Sandton,Gauteng,High Value,,
CUS-001146,,Kagiso,Naidoo,1983-01-25,Prefer not to say,kagiso.naidoo1146@example.com,27865283185.0,2026-03-17,Referral,Midrand,Gauteng,Core,,
CUS-001147,1147.0,Thabo,Nkosi,1960-12-28,Male,thabo.nkosi1147@example.com,27815077963.0,2021-08-21,Website,Durban,KwaZulu-Natal,Core,,
CUS-001148,1148.0,Daniel,Williams,1999-10-05,Male,daniel.williams1148@example.com,27672795579.0,2020-06-12,Website,Bloemfontein,Free State,Standard,,
CUS-001149,1149.0,Michael,Botha,1971-04-28,Male,michael.botha1149@example.com,27707037723.0,2020-06-21,Referral,Stellenbosch,Western Cape,Standard,,
CUS-001150,1150.0,Naledi,Nkosi,1958-09-18,Prefer not to say,naledi.nkosi1150@example.com,27769452704.0,2021-05-12,Referral,Pretoria,Gauteng,Core,,
CUS-001151,1151.0,Lerato,Botha,1980-12-31,Male,lerato.botha1151@example.com,27757154360.0,2022-07-26,Referral,Bloemfontein,Free State,Standard,,
CUS-001152,,Nomsa,Botha,1998-09-04,Male,nomsa.botha1152@example.com,27770207691.0,2024-11-16,Store,Cape Town,Western Cape,Standard,,
CUS-001153,1153.0,Thabo,Smith,2002-04-18,Male,thabo.smith1153@example.com,27853289313.0,2021-01-25,Store,Cape Town,Western Cape,Emerging,,
CUS-001154,1154.0,Kagiso,Dlamini,,Female,kagiso.dlamini1154@example.com,27768365256.0,2020-07-01,Website,Stellenbosch,Western Cape,Standard,,
CUS-001155,,Naledi,Smith,1990-08-10,Female,naledi.smith1155@example.com,27846213504.0,2023-12-26,Website,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001156,,Zanele,Mthembu,2003-05-10,Female,zanele.mthembu1156@example.com,27787866696.0,2024-09-02,Mobile,Durban,KwaZulu-Natal,Emerging,,
CUS-001157,1157.0,Kagiso,Naidoo,2004-04-02,Male,kagiso.naidoo1157@example.com,27889673789.0,2018-05-14,Store,Cape Town,Western Cape,Standard,,
CUS-001158,,Zanele,Dlamini,,Female,,,2023-05-05,Marketplace,Johannesburg,Gauteng,Core,,
CUS-001159,1159.0,Nomsa,Jacobs,1949-04-25,Female,nomsa.jacobs1159@example.com,27617329204.0,2022-11-04,Mobile,Midrand,Gauteng,Standard,,
CUS-001160,1160.0,Daniel,Jacobs,1992-12-31,Prefer not to say,daniel.jacobs1160@example.com,27832128200.0,2020-03-09,Store,Pretoria,Gauteng,High Value,,
CUS-001161,1161.0,Lerato,Jacobs,1976-03-19,Female,lerato.jacobs1161@example.com,27851493524.0,2019-04-20,Store,Pretoria,Gauteng,Core,,
CUS-001162,,Nomsa,Dlamini,1999-04-22,Prefer not to say,nomsa.dlamini1162@example.com,27626797479.0,2024-04-19,Store,Pretoria,Gauteng,Core,,
CUS-001163,1163.0,Naledi,Botha,1945-03-11,Male,naledi.botha1163@example.com,27779599041.0,2022-05-18,Website,Polokwane,Limpopo,Core,,
CUS-001164,,Nomsa,Williams,1993-11-19,Prefer not to say,nomsa.williams1164@example.com,27850751277.0,2025-07-22,Mobile,Cape Town,Western Cape,Standard,,
CUS-001165,1165.0,Lerato,Nkosi,,Prefer not to say,lerato.nkosi1165@example.com,27616153908.0,2019-01-05,Store,Midrand,Gauteng,Core,,
CUS-001166,1166.0,Lerato,Smith,,Female,,27622083568.0,2022-07-26,Marketplace,Sandton,Gauteng,Core,,
CUS-001167,,Aisha,Jacobs,1975-08-22,Male,aisha.jacobs1167@example.com,27673015408.0,2024-05-10,Website,Durban,KwaZulu-Natal,Core,,
CUS-001168,1168.0,Sipho,Khumalo,1946-08-16,Prefer not to say,sipho.khumalo1168@example.com,27757034986.0,2021-03-28,Mobile,Johannesburg,Gauteng,Emerging,,
CUS-001169,1169.0,Thabo,Dlamini,2000-10-14,Prefer not to say,thabo.dlamini1169@example.com,27766012010.0,2018-04-18,Store,Umhlanga,KwaZulu-Natal,Standard,,
CUS-001170,1170.0,Lerato,Williams,1976-06-14,Prefer not to say,lerato.williams1170@example.com,27663776843.0,2022-02-05,Referral,Johannesburg,Gauteng,Standard,,
CUS-001171,1171.0,Daniel,Jacobs,2004-04-01,Prefer not to say,daniel.jacobs1171@example.com,27779910479.0,2020-04-20,Referral,Polokwane,Limpopo,Emerging,,
CUS-001172,,Daniel,Williams,,Male,daniel.williams1172@example.com,27780740105.0,2025-08-21,Website,Stellenbosch,Western Cape,Emerging,,
CUS-001173,1173.0,Sipho,Jacobs,1982-09-14,Male,sipho.jacobs1173@example.com,27750136925.0,2019-12-11,Store,Sandton,Gauteng,High Value,,
CUS-001174,1174.0,Naledi,Williams,1951-10-29,Female,naledi.williams1174@example.com,27630808316.0,2019-07-11,Website,Umhlanga,KwaZulu-Natal,High Value,,
CUS-001175,,Nomsa,Botha,1950-02-20,Prefer not to say,nomsa.botha1175@example.com,27721409368.0,2023-08-09,Referral,Durban,KwaZulu-Natal,Core,,
CUS-001176,1176.0,Nomsa,Nkosi,2004-02-21,Female,nomsa.nkosi1176@example.com,27669607485.0,2021-11-17,Referral,Bloemfontein,Free State,Standard,,
CUS-001177,,Aisha,Botha,1964-08-16,Male,aisha.botha1177@example.com,27698226046.0,2026-03-03,Store,Midrand,Gauteng,Core,,
CUS-001178,1178.0,Zanele,Naidoo,2004-01-08,Prefer not to say,zanele.naidoo1178@example.com,27753003174.0,2021-07-15,Store,Midrand,Gauteng,High Value,,
CUS-001179,,Nomsa,Williams,1967-03-28,Female,nomsa.williams1179@example.com,27759813901.0,2026-04-25,Store,Polokwane,Limpopo,Standard,,
CUS-001180,,Michael,Naidoo,1949-06-29,Male,michael.naidoo1180@example.com,27728811262.0,2026-05-19,Store,Sandton,Gauteng,Core,,
CUS-001181,1181.0,Aisha,Nkosi,1953-06-15,Prefer not to say,aisha.nkosi1181@example.com,27867175834.0,2021-04-01,Mobile,Stellenbosch,Western Cape,High Value,,
CUS-001182,,Zanele,Naidoo,1971-08-03,Prefer not to say,zanele.naidoo1182@example.com,27775206584.0,2026-01-07,Mobile,Stellenbosch,Western Cape,Core,,
CUS-001183,1183.0,Lerato,Mokoena,,Female,lerato.mokoena1183@example.com,27643076415.0,2019-06-13,Website,Umhlanga,KwaZulu-Natal,Core,,
CUS-001184,1184.0,Daniel,Williams,2002-01-24,Prefer not to say,daniel.williams1184@example.com,27756654471.0,2018-07-11,Website,Cape Town,Western Cape,Emerging,,
CUS-001185,1185.0,Daniel,Jacobs,1992-02-17,Prefer not to say,daniel.jacobs1185@example.com,27728104624.0,2020-12-22,Mobile,Midrand,Gauteng,Core,,
CUS-001186,1186.0,Michael,Williams,1972-10-25,Female,michael.williams1186@example.com,27718388297.0,2019-11-04,Store,Johannesburg,Gauteng,High Value,,
CUS-001187,,Lerato,Khumalo,1969-01-28,Prefer not to say,lerato.khumalo1187@example.com,27668322460.0,2024-11-30,Website,Umhlanga,KwaZulu-Natal,Emerging,,
CUS-001188,1188.0,Sipho,Naidoo,1992-11-18,Female,sipho.naidoo1188@example.com,27718005801.0,2018-12-25,Website,Sandton,Gauteng,High Value,,
